Unnamed: 0,Atom_Index,Charge,Info,DataMass,Source,ElementGuess,AtomicNumber,atom_type,element,chemical_environment,functional_group,hybridization,example_molecule_smiles,group_smarts,atom_specific_smarts,description,uncertainty,smarts_type,matched_mol2_indices
5,775,0.16,"C  - CT   | "" C in CH",12.011,oplsaa2024.lt,C,6,775,C,aliphatic methine carbon in saturated chain/branch,alkane (CH),sp3,CC(C)C,[CH],[CH],"Generic saturated CH carbon (one hydrogen, three single-bonded neighbors).",10,group_smarts,"[(2,)]"
6,776,-0.1,"C  - CT   | "" C in CH3 see also 789",12.011,oplsaa2024.lt,C,6,776,C,aliphatic methyl carbon in saturated chain,alkane (CH3),sp3,CC,[CH3],[CH3],"Generic saturated CH3 carbon (three hydrogens, one single-bonded heavy-atom neighbor).",10,group_smarts,"[(37,)]"
18,907,0.08,"C  - CT   | CH2(N) secondary aliphatic amines, H(C) type 911",12.011,oplsaa2024.lt,C,6,907,C,methylene carbon directly bonded to a secondary amine nitrogen,alpha to secondary amine (R–CH2–NH–R),sp3,CCNCC,[CH2]-[NH],[CH2]-[NH],CH2 carbon alpha to a neutral secondary amine nitrogen.,10,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
19,908,0.09,"C  - CT   | CH2(N) tertiary aliphatic amines, H(C) type 911",12.011,oplsaa2024.lt,C,6,908,C,methylene carbon directly bonded to a tertiary amine nitrogen,alpha to tertiary amine (R–CH2–NR2),sp3,CCN(CC)CC,[CH2]-[N;H0],[CH2]-[N;H0],CH2 carbon alpha to a neutral tertiary amine nitrogen (no N–H).,10,group_smarts,"[(16, 17), (20, 17), (21, 17)]"
11,989,0.145,C  - CT   | C in CH2NR2 - benzyl amines; C(CH2NH2) is,12.011,oplsaa2024.lt,C,6,989,C,benzylic methylene carbon linking an aryl ring to an amine (Ph–CH2–NR2),benzyl amine (benzylic CH2 attached to NR2),sp3,CN(C)Cc1ccccc1,[CH2X4](-[NX3])-[cX3;r6],[CH2X4](-[NX3])-[cX3;r6],The described atom is the benzylic CH2 carbon attached to an amine nitrogen and to an aromatic carbon. Nearest neighbors: amine N and aryl carbon.,20,group_smarts,"[(16, 17, 9)]"
16,1120,-0.05,C  - CT   | C in CH3NR3+ July 2005,12.011,oplsaa2024.lt,C,6,1120,C,Methyl carbon alpha to a quaternary ammonium nitrogen (NR4+).,quaternary ammonium alpha carbon (CH3–N+R3),sp3,C[N+](C)(C)C,[CX4]-[NX4+],[CH3X4:1]-[NX4+],"Methyl attached directly to NR4+ (e.g., tetramethylammonium substituent).",12,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
17,1121,0.05,C  - CT   | C in RCH2NR3+ WLJ,12.011,oplsaa2024.lt,C,6,1121,C,Methylene carbon alpha to a quaternary ammonium nitrogen (R–CH2–N+R3).,quaternary ammonium alpha carbon (R–CH2–N+R3),sp3,CC[N+](C)(C)C,[CX4]-[NX4+],[CH2X4:1]-[NX4+],CH2 directly bonded to NR4+.,12,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
18,1122,0.15,C  - CT   | C in R2CHNR3+ ammonium,12.011,oplsaa2024.lt,C,6,1122,C,Methine carbon alpha to a quaternary ammonium nitrogen (R2–CH–N+R3).,quaternary ammonium alpha carbon (R2CH–N+R3),sp3,CC([N+](C)(C)C)C,[CX4]-[NX4+],[CHX4:1]-[NX4+],Secondary carbon (one H) bonded directly to NR4+.,12,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
19,1123,0.25,C  - CT   | C in R3CNR3+,12.011,oplsaa2024.lt,C,6,1123,C,Quaternary carbon (no hydrogens) alpha to a quaternary ammonium nitrogen (R3C–N+R3).,quaternary ammonium alpha carbon (R3C–N+R3),sp3,C(C)(C)([N+](C)(C)C)C,[CX4]-[NX4+],[CX4H0:1]-[NX4+],Tertiary carbon center (no hydrogens) directly bonded to NR4+.,12,group_smarts,"[(20, 25), (22, 25), (30, 25)]"
14,396,0.02,"C  - CT   | C in CH3 "" for AA",12.011,oplsaa.lt,C,6,396,C,Terminal methyl carbon (sp3) in alkanes as used for amino-acid sidechains,Alkyl methyl (generic),sp3,CC,[CH3]-[CX4],[CH3]-[CX4],Generic sp3 methyl carbon attached to another sp3 carbon (alkyl).,10,group_smarts,"[(37, 34)]"
